slug,topic,title,url,source,difficulty,bucket,tracks,tags,styles,prerequisites,why_fit
data-structures/heaps-and-ordered-sets,Data Structures -> Heaps And Ordered Sets,Concert Tickets,https://cses.fi/problemset/task/1091,CSES,medium,classic,,Multiset | Predecessor-Query | Lower Bound,Data-Structure-Heavy | Greedy-Heavy,Ordered Sets | Greedy Matching | Lower Bound,A classic ordered-set exercise for predecessor queries under deletions.
data-structures/heaps-and-ordered-sets,Data Structures -> Heaps And Ordered Sets,Traffic Lights,https://cses.fi/problemset/task/1163,CSES,medium,classic,,Ordered-Set | Intervals | Max-Gap | Neighbors,Data-Structure-Heavy,Ordered Sets | Interval Maintenance | Multisets,A well-known benchmark for maintaining gaps between ordered points.
data-structures/heaps-and-ordered-sets,Data Structures -> Heaps And Ordered Sets,Sliding Window Cost,https://cses.fi/problemset/task/1077,CSES,hard,advanced,,Median | Absolute-Deviation,Data-Structure-Heavy,Median Maintenance | Multisets | Sliding Windows,A more demanding ordered-structure problem that extends median maintenance into cost tracking.
data-structures/heaps-and-ordered-sets,Data Structures -> Heaps And Ordered Sets,Sliding Window Median,https://cses.fi/problemset/task/1076,CSES,hard,advanced,,Median | Sliding-Window,Data-Structure-Heavy,Priority Queues | Multisets | Window Maintenance,A strong benchmark for maintaining order statistics with heap-like containers.
data-structures/lazy-segment-tree,Data Structures -> Lazy Segment Tree,HORRIBLE,https://www.spoj.com/problems/HORRIBLE/,SPOJ,medium,core,Range Queries | Lazy Propagation,Range-Add | Range-Sum | Classic,Data-Structure-Heavy | Query-Heavy,Segment Tree Basics | Difference Arrays Contrast | Range Updates,The cleanest exact range add + range sum benchmark for a first lazy segment tree.
data-structures/lazy-segment-tree,Data Structures -> Lazy Segment Tree,Polynomial Queries,https://cses.fi/problemset/task/1736,CSES,hard,stretch,Range Queries,Lazy-Propagation | Range-Update | Arithmetic-Progression,Data-Structure-Heavy | Math-Heavy,Lazy Propagation | Range Arithmetic | Tag Design,"A memorable benchmark where the update itself carries structure, not just one additive delta."
data-structures/lazy-segment-tree,Data Structures -> Lazy Segment Tree,Range Updates and Sums,https://cses.fi/problemset/task/1735,CSES,hard,stretch,Range Queries,Lazy-Propagation | Range-Add | Range-Assign,Data-Structure-Heavy,Lazy Propagation | Tag Composition | Range Assign,The natural next benchmark once plain additive tags are stable and tag precedence becomes the real challenge.
data-structures/lazy-segment-tree,Data Structures -> Lazy Segment Tree,Range Affine Range Sum,https://atcoder.jp/contests/practice2/tasks/practice2_k,AtCoder,hard,advanced,,Lazy-Propagation | Affine-Update | Acl-Style,Data-Structure-Heavy | Verification,Lazy Propagation | Modular Arithmetic | Affine Tags,The cleanest external verifier once you want to think in generic lazy actions rather than one bespoke additive tag.
data-structures/mos-algorithm,Data Structures -> Mo's Algorithm,Powerful Array,https://codeforces.com/problemset/problem/86/D,Codeforces,hard,core,Frequency Maintenance,Range-Frequency | Offline,Query-Heavy | Data-Structure-Heavy,Offline Query Ordering | Current Range Invariant,A famous Mo benchmark where the current answer is one frequency-weighted score and add/remove are true local updates.
data-structures/mos-algorithm,Data Structures -> Mo's Algorithm,Static Range Count Distinct,https://judge.yosupo.jp/problem/static_range_count_distinct,Library Checker,hard,practice,,Distinct-Count | Offline,Query-Heavy | Data-Structure-Heavy,Mo's Algorithm | Frequency Counts | Coordinate Compression,An official verifier-style Mo benchmark once ordinary current-range maintenance is trusted.
data-structures/mos-algorithm,Data Structures -> Mo's Algorithm,D-query,https://www.spoj.com/problems/DQUERY/,SPOJ,hard,classic,Classic,Distinct-Count | Offline Range Queries,Query-Heavy | Data-Structure-Heavy,Mo's Algorithm | Frequency Counts | Coordinate Compression,The classic static distinct-count Mo problem and a good second rep after one frequency-score benchmark.
data-structures/mos-algorithm,Data Structures -> Mo's Algorithm,Distinct Values Queries,https://cses.fi/problemset/task/1734,CSES,hard,bridge,Compare Point,Distinct-Count | Offline,Query-Heavy | Compare-Point,Mo's Algorithm | Offline Sweeps | Frequency Counts,"A deliberate compare point: Mo works, but the monotone right-endpoint sweep is cleaner and should still be preferred."
data-structures/offline-tricks,Data Structures -> Offline Tricks,Static Range Count Distinct,https://judge.yosupo.jp/problem/static_range_count_distinct,Library Checker,hard,core,,Mo's Algorithm | Distinct-Count,,,Official Mo's algorithm benchmark.
data-structures/offline-tricks,Data Structures -> Offline Tricks,Point Add Rectangle Sum,https://judge.yosupo.jp/problem/point_add_rectangle_sum,Library Checker,very-hard,core,,Sweep Line | Fenwick,,,Canonical offline sweep-line plus BIT.
data-structures/offline-tricks,Data Structures -> Offline Tricks,Distinct Values Queries,https://cses.fi/problemset/task/1734,CSES,hard,classic,,Mo's Algorithm | Range-Distinct | Frequency,Query-Heavy | Data-Structure-Heavy,Mo's Algorithm | Frequency Counts | Offline Query Ordering,A canonical offline range-query problem and one of the best Mo's algorithm benchmarks.
data-structures/offline-tricks,Data Structures -> Offline Tricks,Powerful Array,https://codeforces.com/problemset/problem/86/D,Codeforces,hard,classic,,Mo's Algorithm | Range-Frequency,Query-Heavy | Data-Structure-Heavy,Mo's Algorithm | Frequency Maintenance | Range Queries,A famous Mo's algorithm benchmark with a memorable scoring function.
data-structures/offline-tricks,Data Structures -> Offline Tricks,Rectangle Sum,https://judge.yosupo.jp/problem/rectangle_sum,Library Checker,medium,advanced,,Sweep Line | 2D-Queries | Fenwick,Query-Heavy | Modeling-Heavy,Offline Sweeps | Fenwick Tree | 2D Range Counting,A clean official benchmark for offline sweep-line style query processing.
data-structures/offline-tricks,Data Structures -> Offline Tricks,Distinct Values Queries II,https://cses.fi/problemset/task/3356,CSES,hard,advanced,,Updates | Distinctness | Query-Processing,Query-Heavy | Data-Structure-Heavy,Offline Thinking | Fenwick Tree | Last-Occurrence Reasoning,A stronger follow-up that pushes the same distinctness theme into a dynamic setting.
data-structures/offline-tricks,Data Structures -> Offline Tricks,Salary Queries,https://cses.fi/problemset/task/1144,CSES,medium,cross-topic,,Coordinate-Compression | Range-Count | Updates | Fenwick,Query-Heavy | Data-Structure-Heavy,Coordinate Compression | Fenwick Tree | Range Counting,A very teachable query problem that often becomes much easier once values are compressed.
data-structures/persistent-data-structures,Data Structures -> Persistent Data Structures,Range Queries and Copies,https://cses.fi/problemset/task/1737,CSES,hard,core,Persistent Segment Tree,Path-Copying | Version-Roots | Range-Sum,Data-Structure-Heavy | Versioned Queries,Segment Tree | Point Update | Path Copying,The cleanest first exact benchmark where each point update creates a new segment-tree root and old versions stay queryable.
data-structures/persistent-data-structures,Data Structures -> Persistent Data Structures,K-th Number,https://www.spoj.com/problems/MKTHNUM/,SPOJ,hard,stretch,Order Statistics | Persistent Segment Tree,Prefix-Versions,Data-Structure-Heavy | Value Compression,Coordinate Compression | Prefix Version Difference,The classic stretch problem once path copying is trusted and the persistent tree stores frequencies instead of plain sums.
data-structures/persistent-data-structures,Data Structures -> Persistent Data Structures,Persistent Union Find,https://judge.yosupo.jp/problem/persistent_unionfind,Library Checker,hard,challenge,Persistent Union Find,Persistence | Versioned Connectivity,Verification | Versioned Queries,Persistence Worldview | Version Handles | DSU Basics,A family-broadening verifier showing that the persistent worldview is larger than segment-tree snapshots alone.
data-structures/segment-tree,Data Structures -> Segment Tree,Dynamic Range Minimum Queries,https://cses.fi/problemset/task/1649,CSES,medium,core,,Range-Min | Point-Update,Data-Structure-Heavy,Segment Tree Basics | Min Monoid | Updates,A direct min-query counterpart to the range-sum baseline.
data-structures/segment-tree,Data Structures -> Segment Tree,Dynamic Range Sum Queries,https://cses.fi/problemset/task/1648,CSES,medium,core,,Point-Update | Range-Sum,Data-Structure-Heavy | Query-Heavy,Segment Tree Basics | Range Aggregation | Updates,A standard point-update/range-query baseline for segment trees.
data-structures/segment-tree,Data Structures -> Segment Tree,Hotel Queries,https://cses.fi/problemset/task/1143,CSES,medium,classic,,First-Fit | Prefix-Max | Max-Query,Data-Structure-Heavy | Greedy-Heavy,Segment Tree | Binary Search On Tree | Greedy Assignment,A classic first-position query problem that is very segment-tree friendly.
data-structures/segment-tree,Data Structures -> Segment Tree,Prefix Sum Queries,https://cses.fi/problemset/task/2166,CSES,hard,classic,,Prefix-Max | Range-Query,Query-Heavy | Data-Structure-Heavy,Segment Trees | Prefix Sums | Max-Prefix Maintenance,A strong benchmark for maintaining multiple aggregate values per segment.
data-structures/segment-tree,Data Structures -> Segment Tree,Point Set Range Composite,https://judge.yosupo.jp/problem/point_set_range_composite,Library Checker,hard,advanced,,Function-Composition,Query-Heavy | Data-Structure-Heavy,Segment Tree | Monoids | Function Composition,A strong official benchmark for monoid segment trees beyond numeric aggregates.
data-structures/segment-tree,Data Structures -> Segment Tree,Polynomial Queries,https://cses.fi/problemset/task/1736,CSES,hard,advanced,,Lazy-Propagation | Range-Add | Arithmetic-Progression | Range-Update,Data-Structure-Heavy | Math-Heavy,Lazy Propagation | Segment Trees | Range Arithmetic,A memorable advanced benchmark for non-uniform range updates and sum queries.
data-structures/segment-tree,Data Structures -> Segment Tree,Range Updates and Sums,https://cses.fi/problemset/task/1735,CSES,hard,advanced,,Lazy-Propagation | Range-Add | Range-Assign,Data-Structure-Heavy,Lazy Propagation | Segment Tree Merges | Range Updates,A high-value lazy-propagation benchmark with both add and assign operations.
data-structures/segment-tree,Data Structures -> Segment Tree,Subarray Sum Queries,https://cses.fi/problemset/task/1190,CSES,hard,advanced,,Max-Subarray | Point-Update,Data-Structure-Heavy | Query-Heavy,Segment Trees | Kadane-Style Merging | Point Updates,A classic advanced segment-tree problem for storing subarray summary states.
data-structures/segment-tree-beats,Data Structures -> Segment Tree Beats,Range Chmin Chmax Add Range Sum,https://judge.yosupo.jp/problem/range_chmin_chmax_add_range_sum,Library Checker,hard,core,Range Queries,Range-Chmin | Range-Chmax | Range-Add,Data-Structure-Heavy | Verification,Lazy Segment Tree | Second Extremum Summaries | Amortized Pushdown,The cleanest official verifier for the exact canonical beats starter shipped in this repo.
data-structures/segment-tree-beats,Data Structures -> Segment Tree Beats,The Child and Sequence,https://codeforces.com/problemset/problem/438/D,Codeforces,hard,bridge,Compare Point,Beats-Like-Pruning | Range-Modulo | Range-Sum,Data-Structure-Heavy | Compare-Point,Segment Tree | Current Maximum Pruning | Amortized Reasoning,"The classic compare point where the same pruning mindset appears, but the exact canonical chmin/chmax/add/sum starter does not apply directly."
data-structures/sparse-table,Data Structures -> Sparse Table,Static Range Minimum Queries,https://cses.fi/problemset/task/1647,CSES,easy,core,,Range-Min | Static-Queries | Idempotent,Query-Heavy | Data-Structure-Heavy,Idempotent Operations | Range Queries | Preprocessing,The textbook static RMQ problem that sparse tables are built for.
data-structures/sparse-table,Data Structures -> Sparse Table,Range GCD Query,https://judge.yosupo.jp/problem/range_gcd_query,Library Checker,medium,core,,GCD | Idempotent,,,Same sparse-table idea with gcd aggregation.
data-structures/sparse-table,Data Structures -> Sparse Table,Static RMQ,https://judge.yosupo.jp/problem/staticrmq,Library Checker,easy,classic,,Range-Min | Idempotent,Query-Heavy,Sparse Table | Idempotent Queries | Preprocessing,A concise official benchmark for validating a sparse table implementation.
data-structures/treap-implicit,Data Structures -> Treap / Implicit Treap,Cut and Paste,https://cses.fi/problemset/task/2072,CSES,hard,core,Implicit Treap | Sequence Surgery,Split-Merge | Sequence-Edits,Data-Structure-Heavy | Modeling-Heavy,Split And Merge | Subtree Sizes | Implicit Position,The cleanest first benchmark where cut/paste by position becomes a short split/merge script.
data-structures/treap-implicit,Data Structures -> Treap / Implicit Treap,Substring Reversals,https://cses.fi/problemset/task/2073,CSES,hard,practice,Implicit Treap | Sequence Lazy Tags,Reverse | Lazy-Tag,Data-Structure-Heavy | String-Like,Split And Merge | Lazy Reversal Tag,A direct follow-up once split/merge is trusted and one reverse tag becomes the next natural extension.
data-structures/treap-implicit,Data Structures -> Treap / Implicit Treap,Dynamic Sequence Range Affine Range Sum,https://judge.yosupo.jp/problem/dynamic_sequence_range_affine_range_sum,Library Checker,very-hard,stretch,Implicit Treap | Advanced,Affine-Lazy | Range-Sum,Data-Structure-Heavy | Verification,Lazy Propagation | Split And Merge,The canonical verifier-style stretch once the implicit-treap family is extended with aggregates and lazy tags.
data-structures/wavelet-tree,Data Structures -> Wavelet Tree,MKTHNUM - K-th Number,https://www.spoj.com/problems/MKTHNUM/,SPOJ,hard,core,Order Statistics,Range-Kth | Static-Queries,Query-Heavy | Data-Structure-Heavy,Coordinate Compression | Wavelet Tree | Range Order Statistics,The canonical first static range k-th-smallest problem and the cleanest first benchmark for this lane.
data-structures/wavelet-tree,Data Structures -> Wavelet Tree,Range K-th Smallest,https://judge.yosupo.jp/problem/range_kth_smallest,Library Checker,hard,practice,,Range-Kth,Query-Heavy | Data-Structure-Heavy,Wavelet Tree | Coordinate Compression | Static Queries,An official verifier-style benchmark once the basic wavelet-tree descent is trusted.
data-structures/wavelet-tree,Data Structures -> Wavelet Tree,K-query,https://www.spoj.com/problems/KQUERY/,SPOJ,hard,classic,Threshold Counting | Classic,Threshold-Count,Query-Heavy | Classic,Wavelet Tree | Range Counting | Coordinate Compression,A classic follow-up showing the same lane extends naturally from k-th queries to value-threshold counts.
dp/bitmask-dp,DP -> Bitmask DP,Travelling Salesman Problem,https://atcoder.jp/contests/abc406/tasks/abc406_g,AtCoder Beginner Contest 406,hard,core,,TSP,,,canonical TSP with visited-set state
dp/bitmask-dp,DP -> Bitmask DP,Moovie Mooving,https://usaco.org/index.php?cpid=515&page=viewproblem2,USACO Gold,medium,covering-with-subsets,Coverage-DP,Interval-Coverage,Tabulation,Bitmask States | Interval Reasoning,Uses subset state to model which movies have been chosen and how far coverage extends.
dp/bitmask-dp,DP -> Bitmask DP,Redistributing Gifts,https://usaco.org/index.php?cpid=1209&page=viewproblem2,USACO Gold,hard,gift-reassignment,Assignment-DP,Permutations,Tabulation,Matching DP | Subset Transitions,A strong bitmask assignment problem where feasibility is driven by subset reachability.
dp/bitmask-dp,DP -> Bitmask DP,Hamiltonian Flights,https://cses.fi/problemset/task/1690,CSES,hard,hamiltonian-path-counting,Graph-Subset-DP,Graph | State Compression | Hamiltonian Path,Tabulation,Graph Basics | Subset Iteration,visit-every-node exactly once
dp/bitmask-dp,DP -> Bitmask DP,Grouping,https://atcoder.jp/contests/dp/tasks/dp_u,AtCoder DP Contest,hard,merge-subsets,Subset-Partition,Partition,Tabulation,Subset Iteration | Memoization,A clean example of combining masks by iterating over all strict subsets.
dp/bitmask-dp,DP -> Bitmask DP,Smallest Sufficient Team,https://leetcode.com/problems/smallest-sufficient-team,LeetCode,hard,minimum-cover,Cover-DP,Set-Cover,Tabulation,Bitmask States | Set Cover Intuition,A compact bitmask cover DP that is excellent for practicing subset-to-solution reconstruction.
dp/bitmask-dp,DP -> Bitmask DP,Matching,https://atcoder.jp/contests/dp/tasks/dp_o,AtCoder DP Contest,medium,perfect-matching-count,Assignment-DP,Matching | Assignment | State Compression | Perfect Matching,Tabulation,Bitmask States | Combinatorics,A textbook assignment DP where masks naturally represent assigned rows or columns.
dp/bitmask-dp,DP -> Bitmask DP,Guard Mark,https://usaco.org/index.php?cpid=494&page=viewproblem2,USACO Gold,medium,safety-constrained-subset,Subset-Selection,Stacking,Tabulation,Subset DP | Sorting,A classic small-n bitmask problem where each subset carries a summary of feasibility and quality.
dp/bitmask-dp,DP -> Bitmask DP,Friendship Editing,https://usaco.org/index.php?cpid=1499&page=viewproblem2,USACO Gold,hard,small-n-graph-editing,Graph-Subset-DP,Graphs,Tabulation,Graph States | Subset Enumeration,A good hard-level subset graph DP where every candidate structure is evaluated on masks.
dp/bitmask-dp,DP -> Bitmask DP,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes,LeetCode,hard,state-compressed-traversal,Graph-Search,BFS,BFS | State-Compression,Graph Traversal | Shortest Path Basics,A very common state-compressed shortest-path problem that pairs naturally with bitmask DP thinking.
dp/bitmask-dp,DP -> Bitmask DP,Elevator Rides,https://cses.fi/problemset/task/1653,CSES,hard,subset-packing,Subset-Packaging,Packing | Subset DP,Tabulation,Subset Sum | State Compression,classic compressed-state packing DP
dp/cht-li-chao,DP -> Convex Hull Trick / Li Chao Tree,Line Add Get Min,https://judge.yosupo.jp/problem/line_add_get_min,Library Checker,medium,core,Li Chao Tree | Line Container,Point Queries,Implementation | Verification,Line Evaluation | Li Chao Midpoint Invariant,The most direct official verifier for the exact full-domain Li Chao starter.
dp/cht-li-chao,DP -> Convex Hull Trick / Li Chao Tree,Monster Game I,https://cses.fi/problemset/task/2084,CSES,hard,core,Convex Hull Trick,Affine DP | Monotone Hull | Line Container,Optimization | Monotone Structure,Affine DP Transform | Slope / Query Monotonicity,The clean compare-point problem where the same affine DP family still admits a lighter monotone-hull route.
dp/cht-li-chao,DP -> Convex Hull Trick / Li Chao Tree,Monster Game II,https://cses.fi/problemset/task/2085,CSES,hard,core,Li Chao Tree,Affine DP | Line Container,Optimization | Data-Structure-Heavy,Affine DP Transform | Line Evaluation,The cleanest flagship for generic online min queries over lines with arbitrary insertion/query order.
dp/cht-li-chao,DP -> Convex Hull Trick / Li Chao Tree,Segment Add Get Min,https://judge.yosupo.jp/problem/segment_add_get_min,Library Checker,hard,challenge,Li Chao Tree | Segment Li Chao,Segment-Limited Lines | Advanced,Implementation | Verification,Segment Tree Thinking,The next-layer verifier once the basic full-domain Li Chao route is trusted and line activity ranges matter.
dp/digit-dp,DP -> Digit DP,Almost Everywhere Zero,https://atcoder.jp/contests/abc154/tasks/abc154_e,AtCoder Beginner Contest 154,medium,core,,Tight DP | Count Digits,,,count numbers by non-zero digit count
dp/digit-dp,DP -> Digit DP,Digit Sum,https://atcoder.jp/contests/dp/tasks/dp_s,AtCoder DP Contest,medium,core,,Tight DP | Mod Sum,,,classic tight digit DP
dp/digit-dp,DP -> Digit DP,Digit Products,https://atcoder.jp/contests/abc208/tasks/abc208_e,AtCoder Beginner Contest 208,hard,core,,Tight DP | Digit Product,,,digit DP with product constraint
dp/digit-dp,DP -> Digit DP,Digit Sum Divisible,https://atcoder.jp/contests/abc336/tasks/abc336_e,AtCoder Beginner Contest 336,hard,core,,Tight DP | Sum+Remainder,,,strong digit-DP state compression
dp/digit-dp,DP -> Digit DP,Counting Numbers,https://cses.fi/problemset/task/2220,CSES,medium,adjacent-digit-constraints,Tight-DP,Tight | Adjacency Constraint,Memoization | Tabulation,Leading Zeros | State Compression,tight DP with forbidden adjacent equals
dp/digit-dp,DP -> Digit DP,Find Integers,https://leetcode.com/problems/find-integers,LeetCode,medium,binary-digit-dp,Binary-DP,Binary | Fibonacci-Like,Memoization,Binary Representation | State Transition,A nice non-decimal digit DP that shows the same idea works on binary digits too.
dp/digit-dp,DP -> Digit DP,Numbers At Most N Given Digit Set,https://leetcode.com/problems/numbers-at-most-n-given-digit-set,LeetCode,medium,bounded-digit-set,Counting,Combinatorics,Memoization,Place-Value Reasoning | Combinatorics,A very approachable digit-style counting problem that is often solved with a digit DP mindset.
dp/digit-dp,DP -> Digit DP,Numbers With Repeated Digits,https://leetcode.com/problems/numbers-with-repeated-digits,LeetCode,hard,complement-counting,Unique-Digits,Combinatorics,Memoization,Count Special Integers | Combinatorics,A standard follow-up that reinforces counting the complement via digit-state enumeration.
dp/digit-dp,DP -> Digit DP,Beautiful Numbers,https://codeforces.com/problemset/problem/55/D,Codeforces,very-hard,digit-dp-with-divisibility-masks,Prime-Mask-DP,Number Theory,Memoization,Digit DP Basics | Number Theory,A harder digit DP classic that adds a strong arithmetic twist to the usual tight-state structure.
dp/digit-dp,DP -> Digit DP,Segment Sum,https://codeforces.com/problemset/problem/1073/E,Codeforces,very-hard,digit-dp-with-sums,Range-Aggregation,Sum,Memoization,Digit DP Basics | Prefix Sums,A stronger range-counting digit DP that mixes digit states with numeric aggregation.
dp/digit-dp,DP -> Digit DP,Count Special Integers,https://leetcode.com/problems/count-special-integers,LeetCode,hard,no-repeated-digits,Unique-Digits,Bitmask,Memoization,Tight State | Bitmasking,A great bridge between digit DP and bitmasking because the repeated-digit constraint matters.
dp/digit-dp,DP -> Digit DP,Digit Sum,https://www.spoj.com/problems/DIGSUM,SPOJ,medium,range-digit-count,Range-Counting,Sum,Memoization,Tight State | Prefix Digit Reasoning,A classic range-counting digit DP that makes the tight-bound idea feel concrete.
dp/digit-dp,DP -> Digit DP,Magic Numbers,https://codeforces.com/problemset/problem/628/D,Codeforces,medium-hard,restricted-digit-patterns,Mod-Constraint,Mod,Memoization,Modular Arithmetic | Leading Zeros,A canonical digit DP where the digit choices are constrained by both adjacency and divisibility rules.
dp/digit-dp,DP -> Digit DP,Travelling Salesman and Special Numbers,https://codeforces.com/problemset/problem/914/C,Codeforces,medium-hard,special-number-counting,Counting,,Memoization,Tight State | Digit Enumeration,A very common digit DP problem that reinforces how to count objects with digit-based restrictions.
dp/digit-dp,DP -> Digit DP,Rotated Digits,https://leetcode.com/problems/rotated-digits,LeetCode,medium,valid-digit-transforms,Counting,Rotation,Memoization,Digit Filtering | State Encoding,Useful for learning how to track a small property of each digit while counting up to a bound.
dp/foundations,DP -> Foundations,Grid 1,https://atcoder.jp/contests/dp/tasks/dp_h,AtCoder DP Contest,easy-medium,warm-up,Grid DP,Path Counting,Tabulation,2D Arrays | Basic Counting,Warm-up grid counting DP before harder path variants.
dp/foundations,DP -> Foundations,LCS,https://atcoder.jp/contests/dp/tasks/dp_f,AtCoder DP Contest,medium,warm-up,String DP,2D DP,Tabulation,2D Arrays | String Indexing,Warm-up 2D string DP before richer edit-style transitions.
dp/foundations,DP -> Foundations,Climbing Stairs,https://leetcode.com/problems/climbing-stairs,LeetCode,easy,base-recurrence,Linear DP,Recurrence | 1D,Memoization | Tabulation,Basic Recursion | Arrays,The canonical one-state recurrence: each step depends only on the previous one or two states.
dp/foundations,DP -> Foundations,Vacation,https://atcoder.jp/contests/dp/tasks/dp_c,AtCoder DP Contest,easy,choice-states,State DP,Choices | Day-By-Day | 2D DP | Daily Choice,Tabulation,Arrays | Basic Recurrence,Introduces multi-state DP where each day carries a small fixed set of options.
dp/foundations,DP -> Foundations,House Robber,https://leetcode.com/problems/house-robber,LeetCode,medium,choose-or-skip,Linear DP,Skip-Take | Optimization,Tabulation | Rolling-Array,Arrays | Max/Min Reasoning,A compact skip-take DP that is easy to derive and easy to optimize to O(1) space.
dp/foundations,DP -> Foundations,Dice Combinations,https://cses.fi/problemset/task/1633,CSES,easy,counting-ways,Counting DP,Counting | Mod,Tabulation,Basic Recursion | Modular Arithmetic,Shows how counting DP turns a simple last-move recurrence into an efficient linear solution.
dp/foundations,DP -> Foundations,Unique Paths,https://leetcode.com/problems/unique-paths,LeetCode,medium,grid-paths,Grid DP,Grid | Combinatorics,Tabulation,2D Arrays | Basic Counting,The standard grid-counting DP that teaches how to propagate answers from left and up.
dp/foundations,DP -> Foundations,Longest Common Subsequence,https://cses.fi/problemset/task/3403,CSES,medium,pairwise-string-dp,String DP,2D,Tabulation,2D Arrays | String Indexing,A classic 2D DP over prefixes with match-vs-skip transitions.
dp/foundations,DP -> Foundations,Edit Distance,https://cses.fi/problemset/task/1639,CSES,hard,prefix-string-transforms,String DP,Transformations,Tabulation,LCS | 2D Arrays,A foundational edit DP that generalizes prefix transitions to insert/delete/replace.
dp/foundations,DP -> Foundations,Teamwork,https://usaco.org/index.php?cpid=863&page=viewproblem2,USACO Gold,easy,segment-partitioning,Segmented DP,Partitioning | Bounded-Lookback,Tabulation,Prefix Sums | Arrays,A classic segmented DP where each position considers a short backward range of choices.
dp/foundations,DP -> Foundations,Frog 2,https://atcoder.jp/contests/dp/tasks/dp_b,AtCoder DP Contest,easy,small-transition-window,Linear DP,Min-Cost | Windowed-Transition | 1D DP | Bounded Jump,Tabulation,Frog 1 | Arrays,"Builds the same recurrence idea with a wider jump window, which is a common DP stepping stone."
dp/foundations,DP -> Foundations,Frog 1,https://atcoder.jp/contests/dp/tasks/dp_a,AtCoder DP Contest,easy,state-transition-basics,Linear DP,Min-Cost | Recurrence | 1D DP,Tabulation | Memoization,Arrays | Absolute Difference,A perfect first min-cost DP with a very small transition set and clear base cases.
dp/interval-dp,DP -> Interval DP,Deque,https://atcoder.jp/contests/dp/tasks/dp_l,AtCoder DP Contest,medium,core,,Game DP,,,interval game with optimal play
dp/interval-dp,DP -> Interval DP,Zuma,https://codeforces.com/problemset/problem/607/B,Codeforces,hard,core,,Palindrome Removal,,,canonical hard interval DP
dp/interval-dp,DP -> Interval DP,Mixtures,https://www.spoj.com/problems/MIXTURES,SPOJ,hard,color-mixing,Merge-DP,Color-Merge,Tabulation,Prefix Sums | Subarray DP,A very common merge-style interval DP that reinforces the split-at-k pattern.
dp/interval-dp,DP -> Interval DP,Remove Boxes,https://leetcode.com/problems/remove-boxes,LeetCode,hard,extra-carried-state,Compressed-State-DP,Memoization,Memoization,Interval DP | State Augmentation,A harder interval DP that shows why one extra carried parameter can unlock the optimal recurrence.
dp/interval-dp,DP -> Interval DP,Modern Art 3,https://usaco.org/index.php?cpid=1114&page=viewproblem2,USACO Gold,hard,interval-repainting,String-Like-Intervals,Painting,Tabulation,Subarray DP | State Merging,A great interval DP where repeated colors create the key merging opportunities.
dp/interval-dp,DP -> Interval DP,Burst Balloons,https://leetcode.com/problems/burst-balloons,LeetCode,hard,last-burst-split,Split-DP,Maximize,Tabulation,Interval Splitting | Recurrence Design,The most famous interval DP for learning how choosing the last action simplifies the recurrence.
dp/interval-dp,DP -> Interval DP,Slimes,https://atcoder.jp/contests/dp/tasks/dp_n,AtCoder DP Contest,hard,merge-intervals,Range-DP,Merge-Cost,Tabulation,Prefix Sums | Subarray DP,The standard interval-merging DP: split a range at every point and minimize the merge cost.
dp/interval-dp,DP -> Interval DP,Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,LeetCode,medium,optimal-cut-ordering,Cut-DP,Cuts,Tabulation,Interval DP Basics | Sorting Cut Points,A clean cut-ordering problem that is ideal for practicing interval split transitions.
dp/interval-dp,DP -> Interval DP,Strange Printer,https://leetcode.com/problems/strange-printer,LeetCode,hard,palindrome-like-merging,String DP,Strings,Tabulation,Subproblem Splitting,A subtle interval/string DP that rewards spotting repeated characters that can be merged.
dp/interval-dp,DP -> Interval DP,Minimum Score Triangulation of Polygon,https://leetcode.com/problems/minimum-score-triangulation-of-polygon,LeetCode,medium,polygon-splitting,Polygon-DP,Geometry,Tabulation,Triangle Decomposition | Interval Splitting,A classic polygon interval DP that is often the first geometry-flavored range DP.
dp/interval-dp,DP -> Interval DP,The Cow Run,https://usaco.org/index.php?cpid=265&page=viewproblem2,USACO Gold,hard,sorted-interval-expansion,Ordered-Intervals,Path,Tabulation,Sorting | Prefix Sums,An interval DP where the visited cows always form a contiguous block in sorted order.
dp/interval-dp,DP -> Interval DP,Removal Game,https://cses.fi/problemset/task/1097,CSES,medium,take-from-ends-game,Game-DP,Game-Theory | Minimax,Tabulation,Minimax Thinking | Prefix Sums,classic take-left-or-right DP
dp/knapsack-family,DP -> Knapsack Family,Book Shop II,https://cses.fi/problemset/task/1159,CSES,medium-hard,core,,Bounded Knapsack | Multi-Copy,,,bounded-multiplicity knapsack variant
dp/knapsack-family,DP -> Knapsack Family,Book Shop,https://cses.fi/problemset/task/1158,CSES,easy,0-1-capacity-dp,0-1-Knapsack,Capacity | Value Maximization | Budget,Tabulation | Rolling-Array,Arrays | Maximization DP,The cleanest 0/1 knapsack template: maximize value under a budget with each item usable once.
dp/knapsack-family,DP -> Knapsack Family,Knapsack 1,https://atcoder.jp/contests/dp/tasks/dp_d,AtCoder DP Contest,medium,0-1-knapsack,0-1-Knapsack,Capacity | Value Maximization,Tabulation,Book Shop | Nested Loops,The standard 0/1 knapsack formulation in its pure contest form.
